机场名称,餐厅编码,餐厅名称,餐厅状态,套餐类型,套餐内容,套餐供应时间,站点类型,航站楼,出发类型,安检类型,位置指引,境内外,机场编码,城市,省份
榆林榆阳机场,N03253,兰州牛肉面馆,正常使用,餐食体验厅,"饮品：【酸梅汁 * 1】,配菜：【卤蛋 * 1,小菜 * 1,五香板鸭 * 1】,主食：【重庆小面 * 1】",06:00-22:00,机场,主航站楼,国内出发,安检后,6号登机口附近,境内,UYN,榆林市,陕西省
深圳宝安国际机场,N03272,Caffè MARYLING（T3航站楼）,正常使用,餐食体验厅,"甜点：【榛果芝士蛋糕 * 1,低卡天然谷物酸奶杯 * 1】,主食：【招牌牛肉汉堡 * 1】",06:00-22:00,机场,T3航站楼,国内出发,安检后,22号登机口附近,境内,SZX,深圳市,广东省
武汉天河国际机场,N03279,安南牛肉粉（2W2-03店）,正常使用,餐食体验厅,"饮品：【青柠苏打水 * 1】,配菜：【安南春卷三条 * 1,蚝油生菜 * 1】,主食：【河内鲜茄牛腩河粉 * 1】",07:00-21:00,机场,T3航站楼,国内出发,安检后,国内安检内A区14号登机口对面,境内,WUH,武汉市,湖北省
厦门高崎国际机场,N03280,吉祥馄饨,正常使用,餐食体验厅,"饮品：【酸梅汁 * 1】,配菜：【蛋黄烧麦（3个） * 1,裙带菜/海带丝 * 1】,主食：【台式牛肉面 * 1】",05:30-21:00,机场,T3航站楼,国内出发,安检后,5-6号登机口,境内,XMN,厦门市,福建省
北京首都国际机场,N03312,坤丝咖啡（3店）,正常使用,餐食体验厅,"饮品：【焦糖拿铁 * 1】,甜点：【巧克力慕斯蛋糕 * 1】,主食：【黑椒牛柳意面 * 1】",06:00-20:00,机场,T3航站楼,国内出发,安检后,CO3登机口,境内,PEK,北京市,北京市
南通兴东国际机场,N03318,老娘舅,正常使用,餐食体验厅,"饮品：【桂圆红枣豆浆 * 1】,配菜：【鱼香肉丝 * 1,单个狮子头 * 1,银鱼蒸蛋 * 1,西兰花 * 1】,主食：【土豆烧牛肉 * 1,米饭 * 1】",09:30-20:00,机场,主航站楼,国内出发,安检前,值机口向左50米,境内,NTG,南通市,江苏省
广州白云国际机场,N03319,遇见小面(T2过安检后往左直走约50米),正常使用,餐食体验厅,"饮品：【酸梅汤(350ml） * 1】,小食：【酱板鸭 * 1,香酥带鱼 * 1】,配菜：【白灼小青菜  * 1,爽口海草 * 1,开胃泡菜 * 1】,主食：【超级碗(多拼浇头面) * 1】",06:00-22:00,机场,T2航站楼,国内出发,安检后,过安检后往左直走约50米,境内,CAN,广州市,广东省
杭州萧山国际机场,N03323,味之藏,正常使用,餐食体验厅,"饮品：【金桔百香果 * 1】,配菜：【炸猪排 * 1,章鱼小丸子 * 1,溏心蛋 * 1】,主食：【叉烧饭套餐 * 1】",05:00-21:30,机场,T3航站楼,国内出发,安检后,14号—92号登机口二楼美食城,境内,HGH,杭州市,浙江省
杭州萧山国际机场,N03326,王元兴,正常使用,餐食体验厅,"饮品：【酸梅汁 * 1】,配菜：【小青菜 * 1】,主食：【酸菜鱼 * 1,香菇滑鸡 * 1,米饭 * 1】",05:00-21:30,机场,T4航站楼,国内出发,安检后,414－424登机口附近,境内,HGH,杭州市,浙江省
北京大兴国际机场,N03327,牛角村,正常使用,餐食体验厅,"饮品：【拿铁咖啡 * 1】,主食：【榴莲酥 * 1,芝士饼干 * 1,杏仁瓦片 * 1,雪花酥 * 1】",24小时营业,机场,主航站楼,国内出发,安检前,大兴机场公共区2层东侧,境内,PKX,北京市,北京市
北京大兴国际机场,N03328,墨西果果,正常使用,餐食体验厅,"饮品：【芒果奶昔 * 1】,小食：【蔓越莓 * 1,雪花酥 * 1,杏仁瓦片 * 1】,主食：【豆腐鸡肉谷物碗 * 1】",24小时营业,机场,主航站楼,国内出发,安检前,大兴机场公共区2层东侧,境内,PKX,北京市,北京市
杭州萧山国际机场,N03365,老娘舅（T4安检后）,正常使用,餐食体验厅,"饮品：【桂圆红枣豆浆 * 1】,配菜：【鱼香肉丝 * 1,单个狮子头 * 1,银鱼蒸蛋 * 1,西兰花 * 1】,主食：【土豆烧牛肉 * 1,米饭 * 1】",09:30-20:00,机场,T4航站楼,国内出发,安检后,安检后左侧位置，414-424登机口附近,境内,HGH,杭州市,浙江省
广州白云国际机场,N03372,Tims咖啡,正常使用,餐食体验厅,"饮品：【柑橘美式 * 1,香梨美式 * 1】,小食：【蛋香牛肉芝士可颂 * 1,牛油果鸡肉贝果堡 * 1,原味华夫 * 1,烟熏烤肠 * 1】",06:00-22:00,机场,T1航站楼,国内出发,安检后,B区，安检后右转直行约500米，深航头等舱休息室旁边,境内,CAN,广州市,广东省
广州白云国际机场,N03375,遇见小面(T1安检内B13-B18、B224-B235登机口附近),正常使用,餐食体验厅,"饮品：【酸梅汤(350ml） * 1】,小食：【酱板鸭 * 1,香酥带鱼 * 1】,配菜：【白灼小青菜  * 1,爽口海草 * 1,开胃泡菜 * 1】,主食：【超级碗(多拼浇头面) * 1】",06:00-航班结束,机场,T1航站楼,国内出发,安检后,西三指廊（B13-B18、B224-B235登机口附近）,境内,CAN,广州市,广东省
成都天府国际机场,N03387,安南小馆,正常使用,餐食体验厅,"饮品：【青柠苏打 * 1】,配菜：【蚝油生菜  * 1,卤水鸡翅 * 1】,主食：【火车头河粉 * 1】",07:00-20:30,机场,T2航站楼,国内出发,安检后,国内隔离区C指廊247号登机口,境内,TFU,成都市,四川省
深圳宝安国际机场,N03391,煎饼语茶(T3),正常使用,餐食体验厅,"饮品：【豆浆 * 1】,主食：【十三香小龙虾煎饼(加料烤鸭、鸡蛋) * 1,现切原切牛扒煎饼(加料小龙虾、鸡蛋) * 1】",06:00-22:00,机场,T3航站楼,国内出发,安检后,西指廊52号登机口附近,境内,SZX,深圳市,广东省
无锡硕放机场,N03462,裕兴记,正常使用,餐食体验厅,"汤品：【例汤 * 1】,配菜：【时蔬 * 1,卤鸡蛋 * 1,姜丝 * 1,黄金豆 * 1,凉菜 * 1】,主食：【三虾（虾脑、虾籽、虾仁） * 1,面条 * 1】",05:00-22:30,机场,T1航站楼,国内出发,安检后,9号登机口对面,境内,WUX,无锡市,江苏省
海口美兰国际机场,N03463,海南名小吃,正常使用,餐食体验厅,"汤品：【猪肚鸡汤 * 1】,小食：【香煎黄花鱼 * 1】,配菜：【西兰花/白灼娃娃菜/豆茄合炒/水蒸蛋 * 1】,主食：【白切/盐焗文昌鸡(四分之一只) * 1,米饭 * 1】",05:30-22:30,机场,T2航站楼,国内出发,安检后,东连廊33号登机口旁,境内,HAK,海口市,海南省
海口美兰国际机场,N03464,重庆小面,正常使用,餐食体验厅,"饮品：【鲜榨果汁 * 1】,配菜：【柠檬凤爪 * 1,泡藕带 * 1,卤鸡蛋 * 1】,主食：【招牌红烧牛肉面/肥肠面/排骨面 * 1】",05:30-22:30,机场,T2航站楼,国内出发,安检后,西连廊59号登机口旁,境内,HAK,海口市,海南省
广州白云国际机场,N03482,太平洋咖啡（T2国际出发，安检后）,正常使用,餐食体验厅,"饮品：【榛子拿铁 * 1,依云水 * 1】,甜点：【伯爵抹茶/朗姆栗子/LaViÑa 巴斯克/奥利奥芝士/海盐太妃芝士/熊猫王子(芝士蛋糕) * 1】,主食：【火腿芝士可颂 * 1】",24小时营业,机场,T2航站楼,国际出发,安检后,154 登机口附近,境内,CAN,广州市,广东省
青岛胶东国际机场,N03503,崂山文旅体验店,正常使用,餐食体验厅,"饮品：【崂山红茶/绿茶1壶 * 1】,小食：【小食一碟 * 1】",08:00-21:00,机场,主航站楼,国内出发,安检后,国内出发42-75号登机口方向，中央景观区后侧。,境内,TAO,青岛市,山东省
银川河东机场,N03546,南粉北面,正常使用,餐食体验厅,"饮品：【八宝茶 * 1】,配菜：【米椒木耳 * 1,5元餐品 * 1】,主食：【牛肉捞面（含小菜+卤蛋） * 1】",06:00-区域航班结束,机场,T3航站楼,国内出发,安检后,8登机口对面,境内,INC,银川市,宁夏回族自治区
银川河东机场,N03547,金味德兰州拉面·西北名小吃,正常使用,餐食体验厅,"汤品：【乌鸡瓦罐汤 * 1】,配菜：【米椒木耳 * 1】,主食：【扬州炒饭 * 1,土豆烧排骨 * 1,凉拌手撕鸡 * 1】",06:00-区域航班结束,机场,T3航站楼,国内出发,安检后,15号登机口对面,境内,INC,银川市,宁夏回族自治区
昆明长水国际机场,N03564,半岛名轩,正常使用,餐食体验厅,"汤品：【海带排骨汤 * 1】,配菜：【蒜香小木耳 * 1】,主食：【烧鸭拼叉烧饭 * 1】",09:30-20:30,机场,主航站楼,国内出发,安检后,15号登机口旁,境内,KMG,昆明市,云南省
深圳宝安国际机场,N03577,半岛名轩,正常使用,餐食体验厅,"饮品：【柠檬红茶 * 1】,配菜：【四喜组合 * 1】,主食：【红烧牛腩面 * 1,四合一餐具包 * 1】",06:00-22:00,机场,T3航站楼,国内出发,安检后,27号登机口附近，南航明珠休息室旁,境内,SZX,深圳市,广东省
深圳宝安国际机场,N03594,味之藏,正常使用,餐食体验厅,"饮品：【杨梅汁  * 1】,小食：【和风大福4粒 * 1,炸猪排 * 1,海藻丝 * 1,煎饺5个 * 1】,主食：【火山拉面中辣（+泡菜+牛肉丸） * 1】",06:00-22:00,机场,T3航站楼,国内出发,安检后,39号登机口附近,境内,SZX,深圳市,广东省
昆明长水国际机场,N03595,桥香园-云南过桥米线(55号登机口),正常使用,餐食体验厅,"饮品：【金桔柠檬汁 * 1】,小食：【牛肉饼 * 1】,主食：【金汤火腿过桥 * 1】",05:30-22:00,机场,主航站楼,国内出发,安检后,西Y指廊55号登机口旁边,境内,KMG,昆明市,云南省
大连周水子国际机场,N03607,味之藏,正常使用,餐食体验厅,"饮品：【酸梅汁 * 1】,小食：【炸鳕鱼 * 1,风味红肠 * 1】,主食：【叉烧饭组合 * 1】",06:00-21:00,机场,T1航站楼,国内出发,安检后,17号登机口对面,境内,DLC,大连市,辽宁省
北京大兴国际机场,N03608,霸蛮湖南米粉,正常使用,餐食体验厅,"饮品：【可乐 * 1】,小食：【伴手礼（盒装霸蛮招牌牛肉粉+盒装臭豆腐螺蛳粉2盒+盒装霸蛮猪油拌粉） * 4】,配菜：【霸蛮大香肠 * 1,现炸小酥肉 * 1】,主食：【霸蛮招牌常德牛肉粉 * 1】",待定,机场,主航站楼,国内出发,安检后,二层A指廊A11登机口对面,境内,PKX,北京市,北京市
天津滨海国际机场,N03646,鹿港小镇（CYT2-14店）,正常使用,餐食体验厅,"配菜：【白灼时蔬 * 1】,主食：【酸菜鱼 * 1,米饭 * 1】",09:30-21:00,机场,T2航站楼,国内出发,安检后,隔离区207登机口旁,境内,TSN,天津市,天津市
南昌昌北国际机场,N03647,南翔小笼,正常使用,餐食体验厅,"饮品：【椰子鸡汤 * 1】,配菜：【烧鸭 * 1,白灼上海青 * 1】,主食：【牛肉拌面/拌粉 * 1】",06:00-22:30,机场,T2航站楼,国内出发,安检后,203-206，213-214登机口附近,境内,KHN,南昌市,江西省
武汉天河国际机场,N03648,克茗冰室,正常使用,餐食体验厅,"饮品：【招牌冻柠茶 * 1】,小食：【泥石流爆奶华 * 1】,配菜：【白灼生菜 * 1,泰式炒虾条 * 1】,主食：【黯然销魂饭 * 1】",10:00-21:00,机场,T3航站楼,国内出发,安检后,24登机口旁边,境内,WUH,武汉市,湖北省
广州白云国际机场,N03673,苏浙汇,正常使用,餐食体验厅,"汤品：【凉瓜排骨汤 * 1】,配菜：【爽口海带丝 * 1】,主食：【红烧狮子头 * 1,米饭 * 1】",07:00-22:00,机场,T2航站楼,国际出发,安检后,国际出发厅A154登机口,境内,CAN,广州市,广东省
北京大兴国际机场,N03679,遇见小面2店,正常使用,餐食体验厅,"饮品：【酸梅汤(350ml） * 1】,小食：【酱板鸭 * 1,香酥带鱼 * 1】,配菜：【白灼小青菜  * 1,爽口海草 * 1,开胃泡菜 * 1】,主食：【超级碗(多拼浇头面) * 1】",06:00-22:00,机场,主航站楼,国内出发,安检后,A指廊，A11登机口附近,境内,PKX,北京市,北京市
上海浦东国际机场,N03711,全牛匠,正常使用,餐食体验厅,"饮品：【可乐 * 1】,主食：【牛匠老坛酸菜鱼 * 1,跷脚牛肉 * 1,香米饭 * 1】",09:00-20:00,机场,S1国内卫星厅,国内出发,安检后,H119登机口附近,境内,PVG,上海市,上海市
泉州晋江国际机场,N03743,真功夫,正常使用,餐食体验厅,"汤品：【花旗参乌鸡汤 * 1】,饮品：【金杏蜜桃汁 * 1】,配菜：【西蓝花 * 1,香滑蒸蛋 * 1,咖喱鱼丸 * 1】,主食：【黑椒牛牛饭 * 1,冬菇鸡腿肉菜 * 1】",09:00-22:00,机场,主航站楼,国内出发,安检前,1楼出发层2号门附近,境内,JJN,泉州市,福建省
厦门高崎国际机场,N03744,真功夫,正常使用,餐食体验厅,"汤品：【花旗参乌鸡汤 * 1】,饮品：【金杏蜜桃汁 * 1】,配菜：【西蓝花 * 1,香滑蒸蛋 * 1,咖喱鱼丸 * 1】,主食：【黑椒牛牛饭 * 1,冬菇鸡腿肉菜 * 1】",09:00-22:00,机场,T3航站楼,国内到达,到达区,1楼到达层西侧,境内,XMN,厦门市,福建省
重庆江北国际机场,N03747,太平洋咖啡,正常使用,餐食体验厅,"汤品：【提拉米苏 * 1】,饮品：【燕麦拿铁/澳绵白超大杯 * 1】,主食：【黑椒牛肉轻蔬拌饭 * 1,牛人凯撒沙拉 * 1】",06:00-22:00,机场,T3航站楼,国内出发,安检后,F区F07登机口旁,境内,CKG,重庆市,重庆市
广州白云国际机场,N03762,老广记（B8101店）,正常使用,餐食体验厅,"配菜：【紫金凤爪 * 1,烧麦 * 1,清汤手打牛肉丸（5个） * 1】,主食：【红烧牛腩面 * 1】",07:00-21:30,机场,T1航站楼,国内出发,安检后,B213登机口对面,境内,CAN,广州市,广东省
青岛胶东国际机场,N04018,设计书台湾牛肉面,正常使用,餐食体验厅,"饮品：【纯生联名款2瓶 * 2】,主食：【风味牛肉拉面1碗（含小菜拼盘1碟） * 1】",08:00-航班结束,机场,主航站楼,国际出发,安检后,83号登机口旁,境内,TAO,青岛市,山东省
青岛胶东国际机场,N04020,船歌鱼水饺机场概念店,正常使用,餐食体验厅,"配菜：【脆腌萝卜1份 * 1】,主食：【至尊海鲜全家福水饺20个（鲅鱼、墨鱼、黄花鱼、虾仁、芹菜猪肉各4只） * 1】",09:00-21:30,机场,主航站楼,国内出发,安检前,出发大厅5楼,境内,TAO,青岛市,山东省
福州长乐国际机场,N04046,康师傅私房牛肉面,正常使用,餐食体验厅,"饮品：【2杯可乐 * 2】,主食：【至臻金牌红烧牛肉面 * 1,至臻金牌牛三宝面 * 1】",06:30-20:30,机场,主航站楼,国内出发,安检后,3楼，9号登机口附近,境内,FOC,福州市,福建省
贵阳龙洞堡国际机场,N04092,苏浙汇,正常使用,餐食体验厅,"汤品：【松茸炖鸡汤 * 1】,配菜：【白灼时蔬 * 1,爽口土豆丝 * 1,小菜 * 1】,主食：【红烧狮子头 * 1,米饭 * 1】",10:00-21:00,机场,T3航站楼,国内出发,安检后,416L登机口附近,境内,KWE,贵阳市,贵州省
广州白云国际机场,N04093,太二-老坛子酸菜鱼,正常使用,餐食体验厅,"小食：【小酥肉 * 1】,主食：【酸菜鱼（1人份） * 1,麻婆豆腐 * 1,两个米饭 * 1】",10:30-22:00,机场,T2航站楼,国内出发,安检后,过安检后左转直行50米附近(三楼美食区),境内,CAN,广州市,广东省
杭州萧山国际机场,N04095,重庆小面,正常使用,餐食体验厅,"饮品：【罐装饮料1罐 * 1】,配菜：【卤蛋1个 * 1,盐焗鸡1份 * 1】,主食：【肥肠面1碗 * 1】",06:00-22:00,机场,T4航站楼,国内出发,安检后,412登机口旁,境内,HGH,杭州市,浙江省
银川河东机场,N04101,重庆小面,正常使用,餐食体验厅,"饮品：【八宝茶 * 1】,配菜：【卤鸡腿 * 1,鸡蛋 * 1,麻辣羊骨 * 1】,主食：【排骨面 * 1】",06:00-21:30,机场,T3航站楼,国内出发,安检后,进安检左手上夹层11号登机口正对面,境内,INC,银川市,宁夏回族自治区
银川河东机场,N04102,宁夏小吃,正常使用,餐食体验厅,"汤品：【羊杂汤 * 1】,饮品：【六个核桃1听 * 1】,配菜：【麻辣豆腐 * 1】,主食：【手抓羊肉 * 1,米饭 * 1】",06:00-21:30,机场,T3航站楼,国内出发,安检后,进安检左手上夹层11号登机口正对面,境内,INC,银川市,宁夏回族自治区
昆明长水国际机场,N04107,桥香园-云南过桥米线,正常使用,餐食体验厅,"饮品：【可乐 * 1】,主食：【天麻火腿鸡汤过桥米线 * 1,松露虫草花汽锅鸡 * 1】",05:30-22:00,机场,卫星厅,国内出发,安检后,336号登机口附近,境内,KMG,昆明市,云南省
昆明长水国际机场,N04108,德云春云南小吃店,正常使用,餐食体验厅,"饮品：【豆浆 * 1】,配菜：【清炒时蔬 * 1,卤蛋 * 1】,主食：【酸菜鱼 * 1,虫草花汽锅鸡 * 1,铜锅洋芋饭 * 1】",05:30-22:00,机场,卫星厅,国内出发,安检后,336号登机口附近,境内,KMG,昆明市,云南省
广州白云国际机场,N04109,蒙自源,正常使用,餐食体验厅,"配菜：【煎蛋 * 1】,主食：【极品珍菌过桥米线 * 1】",05:50-22:00,机场,T1航站楼,国内出发,安检后,过安检后右转直行150米左右美食广场B8005-2号门店,境内,CAN,广州市,广东省
广州白云国际机场,N04111,惠如楼（T2国际出发，安检后）,正常使用,餐食体验厅,"配菜：【白灼菜心 * 1】,主食：【如意白切鸡 * 1,白米饭 * 1】",05:30-23:30,机场,T2航站楼,国际出发,安检后,154 登机口附近,境内,CAN,广州市,广东省
北京大兴国际机场,N04157,苏面坊,正常使用,餐食体验厅,"饮品：【山茶花牛乳茶 * 1】,配菜：【雪菜毛豆 * 1,青菜2份 * 1,苏式小笼 * 1,普洱溏心蛋 * 1】,主食：【秘汁大排面 * 1】",06:00-22:00,机场,主航站楼,国内出发,安检后,D60登机口附近,境内,PKX,北京市,北京市
成都双流国际机场,N04185,王记肥肠粉,正常使用,餐食体验厅,"饮品：【杨梅汁 * 1】,配菜：【万春猪蹄 * 1,肥肠豆汤 * 1,加臊子（卤肥肠） * 1,锅盔 * 1,卤蛋 * 1】,主食：【麻辣肥肠粉 * 1】",08:30-00:00,机场,T2航站楼,国内到达,到达区,T2到达厅4号门出口A内,境内,CTU,成都市,四川省
青岛胶东国际机场,N04189,十八梯邓凳面,正常使用,餐食体验厅,"饮品：【杨枝甘露 * 1】,配菜：【牛肉 * 1,肥肠 * 1,开胃小菜 * 1】,主食：【原汤牛筋面 * 1】",06:30-21:00,机场,主航站楼,国内出发,安检后,隔离区6登机口对面,境内,TAO,青岛市,山东省
南宁吴圩国际机场,N04199,真功夫,正常使用,餐食体验厅,"配菜：【鱼香茄子1 * 1,香滑蒸蛋 * 1,咖喱鱼丸 * 1】,主食：【酸菜卤肉饭套餐（含四季猪骨汤+生菜王+外婆菜） * 1】",10点后,机场,T2航站楼,国内出发,安检后,右侧靠近9-12号登机口,境内,NNG,南宁市,广西壮族自治区
兰州中川机场,N04200,贯贯吉,正常使用,餐食体验厅,"饮品：【酸奶(三炮台/牛奶/鸡蛋醪糟） * 1】,配菜：【时令小凉菜拼盘 * 1,卤蛋 * 1,熟牛肉一份 * 1,银耳羹 * 1】,主食：【精品咖喱牛肉盖浇饭/番茄牛腩盖浇饭 * 1】",10:00-19:00,机场,T2航站楼,国内出发,安检后,隔离区内108登机口对面,境内,LHW,兰州市,甘肃省
广州白云国际机场,N04206,张拉拉手撕牛肉拉面（B区B221登机口旁）,正常使用,餐食体验厅,"配菜：【兰州浇汁牛肉(小) * 1,肉夹馍 * 1,爽口萝卜 * 1,卤蛋 * 1】,主食：【招牌手撕牛肉面 * 1】",06:30-21:00,机场,T1航站楼,国内出发,安检后,B区B221登机口旁,境内,CAN,广州市,广东省
深圳宝安国际机场,N04209,金戈戈 · 香港豉油鸡,正常使用,餐食体验厅,"汤品：【虫草花炖土鸡汤 * 1】,主食：【豉油鸡例牌 * 1,金奖米饭 * 1】",06:00-21:30,机场,卫星厅,国内出发,安检后,521登机口附近,境内,SZX,深圳市,广东省
深圳宝安国际机场,N04216,大弗兰湖南粉面小吃（3C-04-01店）,正常使用,餐食体验厅,"饮品：【杨枝甘露 * 1】,配菜：【三角干子 * 1,桂花糖沺粑粑 * 1,梅菜扣肉 * 1,现炸小酥肉 * 1,一次性餐具包  * 1】,主食：【酸菜牛肉粉 * 1】",06:30-21:00,机场,T3航站楼,国内出发,安检后,39号登机口附近,境内,SZX,深圳市,广东省
广州白云国际机场,N04226,UCC COFFEE SHOP,正常使用,餐食体验厅,"饮品：【可口可乐/健怡可乐 * 1】,小食：【炸薯条 * 1】,主食：【鸡蛋色拉三明治 * 1】",06:00-22:00,机场,T1航站楼,国内出发,安检后,A区，A133登机口旁,境内,CAN,广州市,广东省
大连周水子国际机场,N04247,德克士,正常使用,餐食体验厅,"饮品：【经典青柠饮 * 1】,小食：【咔滋薯霸 * 1】,主食：【一桶都是啃骨鸡 * 1,双层铁板嫩煎鸡腿堡 * 1】",06:30-20:30,机场,T3航站楼,国内出发,安检前,出发大厅14号门对面,境内,DLC,大连市,辽宁省
南京禄口国际机场,N04250,陇兴楼手工牛肉面,正常使用,餐食体验厅,"饮品：【冰镇杨梅汁 * 1】,小食：【金陵盐水鸭 * 1,香拌牛肉 * 1】,主食：【传统牛肉拉面 * 1】",06:30-20:00,机场,T1航站楼,国内出发,安检后,隔离区111登机口旁边,境内,NKG,南京市,江苏省
珠海金湾机场,N04255,东方饺子王,正常使用,餐食体验厅,"饮品：【乌梅山楂 * 1】,小食：【口水鸡 * 1,麻酱拉皮 * 1】,主食：【牛肉面 * 1】",07:00-23:00,机场,主航站楼,国内出发,安检后,A区，A02号登机口旁,境内,ZUH,珠海市,广东省
成都天府国际机场,N04256,大鼓米线（安检后）,正常使用,餐食体验厅,"饮品：【光明酸奶1盒 * 1】,配菜：【黑猪回锅肉 * 1】,主食：【酸菜鱼米线 * 1】",05:30-22:30,机场,T2航站楼,国内出发,安检后,L3层寻香里,境内,TFU,成都市,四川省
成都天府国际机场,N04257,一把骨·川菜小馆,正常使用,餐食体验厅,"小食：【冰杨梅1盒 * 1】,主食：【黑猪回锅肉 * 1,红烧牛肉面 * 1】",10:00-22:30,机场,T2航站楼,国内出发,安检后,L3层寻香里,境内,TFU,成都市,四川省
成都天府国际机场,N04258,袁记云饺,正常使用,餐食体验厅,"饮品：【冰杨梅1盒 * 1】,配菜：【精品毛血旺 * 1】,主食：【蟹黄鲜肉饺 * 1】",05:30-22:30,机场,T2航站楼,国内出发,安检后,L3层寻香里,境内,TFU,成都市,四川省
成都天府国际机场,N04259,和番丼饭,正常使用,餐食体验厅,"饮品：【暴打柠檬茶 * 1】,配菜：【香酥鸡块 * 1,咸烧白 * 1,黄金猪排 * 1】,主食：【香辣牛肉和风猪软骨双拼饭 * 1】",05:30-22:30,机场,T1航站楼,国际出发,安检后,四楼进安检后往左手边餐饮区,境内,TFU,成都市,四川省
