机场名称,服务权益机构,龙腾网点编码,站点名称,省份,城市,机场编码,休息室名称,航站楼,安检类型,品质贵宾厅（是/否）,品质厅亮点,休息室位置,出发类型,服务内容,服务时长（小时）,营业时间
长沙黄花国际机场,"移动,全球通,移动全球通",N02135,长沙黄花国际机场,湖南省,长沙市,CSX,阅读书吧(T2国内),T2航站楼,安检后,否,,位置是T2候机楼靠近18~30号登机口,国内出发,"报刊杂志,小食,茶水/饮料",2小时,08:30_22:00
上海浦东国际机场,"移动,全球通,移动全球通",N02194,上海浦东国际机场,上海市,上海市,PVG,120贵宾室(S1国内卫星厅),T1航站楼,安检后,否,,"乘坐捷运到站后,乘坐站台电梯上至2楼前行至""120贵宾室”.",国内出发,"小食,茶水/饮料,空调,航班显示器,餐食（冷/热）",2小时,06:00-最晚航班
上海浦东国际机场,"移动,全球通,移动全球通",N02195,上海浦东国际机场,上海市,上海市,PVG,135贵宾室(S1国际卫星厅),T1航站楼,安检后,否,,"乘坐捷运到站后,乘电梯上至4楼前行至""135贵宾室”.",国际出发,"水果,餐食（冷/热）,报刊杂志,航班显示器,空调,茶水/饮料",2小时,06:00_23:00
上海浦东国际机场,"移动,全球通,移动全球通",N02196,上海浦东国际机场,上海市,上海市,PVG,190贵宾室(S2国内卫星厅),T2航站楼,安检后,否,,"乘坐捷运到站后,乘站台升降电梯至4楼前行至""190贵宾室”(或乘上行扶梯至2楼在190登机口或170登机口对面乘坐升降梯至4楼).",国内出发,"小食,茶水/饮料,餐食（冷/热）,空调,航班显示器",2小时,06:00 - 航班结束
上海浦东国际机场,"移动,全球通,移动全球通",N02197,上海浦东国际机场,上海市,上海市,PVG,170A贵宾室(S2国际卫星厅),T2航站楼,安检后,否,,"到达捷运站台,乘坐站台升降电梯上至4楼(或乘扶梯到达4楼后左侧直行)""170贵宾室”.",国际出发,"小食,茶水/饮料,餐食（冷/热）,航班显示器,空调",2小时,06:00_23:00
深圳宝安国际机场,"移动,全球通,移动全球通",N02225,深圳宝安国际机场,广东省,深圳市,SZX,国际公务舱贵宾休息室(T3国际),T3航站楼,安检后,否,,"右转直行9号登机口斜对面""国际公务舱贵宾休息室”.",国际出发,"电视,餐食（冷/热）,小食,茶水/饮料,水果,报刊杂志,支持虚拟卡",2小时,early-late-flight
和田昆冈机场,"移动,全球通,移动全球通",N02272,和田昆冈机场,新疆维吾尔自治区,和田市,HTN,两舱休息室,主航站楼,安检后,否,,"二楼四号登机口前行至""两舱休息室”.",国内出发,"小食,支持虚拟卡,空调,茶水/饮料",2小时,06:30-最晚航班
阿勒泰雪都机场,"移动,全球通,移动全球通",N02273,阿勒泰雪都机场,新疆维吾尔自治区,阿勒泰地区,AAT,两舱休息室,主航站楼,安检后,否,,安检后左手边50米两舱休息室,国内出发,"行李寄存,电视,报刊杂志,广播提醒登机,WiFi,茶水/饮料,小食",2小时,07:30-航班结束（航班起飞前2小时开放）
布尔津喀纳斯机场,"移动,全球通,移动全球通",N02274,布尔津喀纳斯机场,新疆维吾尔自治区,布尔津县,KJI,两舱休息室,T1航站楼,安检后,否,,"安检后直行至""两舱休息室”.",国内出发,"空调,茶水/饮料,小食,支持虚拟卡",2小时,最早航班起飞前90分钟开厅--最晚航班结束
富蕴机场,"移动,全球通,移动全球通",N02275,富蕴机场,新疆维吾尔自治区,富蕴市,FYN,两舱休息室(T1国内),T1航站楼,安检后,否,,富蕴机场候机楼登机口,国内出发,"空调,茶水/饮料,小食,支持虚拟卡",2小时,09:30-最晚航班
哈密机场,"移动,全球通,移动全球通",N02276,哈密机场,新疆维吾尔自治区,哈密市,HMI,贵宾休息室,主航站楼,安检后,否,,进入航站楼右前方按指示牌进入贵宾区内的两舱休息室,国内出发,"茶水/饮料,小食,支持虚拟卡,空调",2小时,最早航班起飞前2小时-最晚航班登机
图木舒克唐王城机场,"移动,全球通,移动全球通",N02277,图木舒克唐王城机场,新疆维吾尔自治区,图木舒克市,TWC,头等舱休息室,T1航站楼,安检后,否,,"安检后左侧直行至""头等舱休息室”",国内出发,"空调,茶水/饮料,小食,支持虚拟卡",2小时,航班起飞前2小时-出港结束
北京大兴国际机场,"移动,全球通,移动全球通",N02296,北京大兴国际机场,北京市,北京市,PKX,悦庭 Library Lounge,主航站楼,安检前,否,,网点位于航站楼东北指廊方向，在航站楼一层20号门进入主航站楼后，搭乘电梯上至二层，往东方向步行至【遨途机场酒店】入口。进入酒店后，可由酒店内部的电梯或楼梯去往位于一层的悦庭Library Lounge休息室,国内出发,"小食,茶水/饮料,酒精饮料（收费）,会议室（收费）,淋浴设施（收费）,航班显示器,残疾人通道,空调,WiFi,传真（收费）",2小时,05:30_22:00
宁波栎社国际机场,"移动,全球通,移动全球通",N02325,宁波栎社国际机场,浙江省,宁波市,NGB,商务易登机(T2国内),T2航站楼,安检前,是,优先安检,"(23号或者25号门进入)中间位置(机场问询柜台旁)至""商务易登机”柜台",国内出发,"接待柜台,优先安检通道,支持虚拟卡",2小时,08:30_19:00
宜宾五粮液机场,"移动,全球通,移动全球通",N02326,宜宾五粮液机场,四川省,宜宾市,YBP,头等舱候机室,T1航站楼,安检后,否,,"安检后左侧边直行""头等舱候机室”.",国内出发,"空调,茶水/饮料,小食,支持虚拟卡",2小时,08:00_21:00
桂林两江国际机场,"移动,全球通,移动全球通",N02333,桂林两江国际机场,广西壮族自治区,桂林市,KWL,贵宾接待柜台(T2国内),T2航站楼,安检前,是,协办值机、优先安检,"三楼出发厅B岛""贵宾接待柜台”(提供代表乘机手续、快速安检通道、安检后休息室等服务)",国内出发,"优先安检通道,协办行李托运,接待柜台",2小时,06:00_23:00
珠海金湾机场,"移动,全球通,移动全球通",N02370,珠海金湾机场,广东省,珠海市,ZUH,B区头等舱休息室,主航站楼,安检后,否,,二层国内出发大厅，B区安检后，直行至11号登机口对面“头等舱休息室”,国内出发,"茶水/饮料,小食,人工提醒登机,支持虚拟卡,空调",2小时,early-late-flight
珠海金湾机场,"移动,全球通,移动全球通",N02371,珠海金湾机场,广东省,珠海市,ZUH,A区头等舱休息室,主航站楼,安检后,否,,二层国内出发大厅，A区安检后，左侧“头等舱休息室”,国内出发,"空调,茶水/饮料,小食,人工提醒登机",2小时,early-late-flight
上海浦东国际机场,"移动,全球通,移动全球通",N02393,上海浦东国际机场,上海市,上海市,PVG,南航152号贵宾休息室(S2国内卫星厅),T2航站楼,安检后,是,头等舱同款,"乘小火车到站后,乘坐电梯上至4楼""南航休息室”",国内出发,"休息室休息,小食,茶水/饮料",2小时,05:30-南航航班结束
上海虹桥国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N02394,上海虹桥国际机场,上海市,上海市,SHA,南航明珠贵宾休息室V26(T2国内),T2航站楼,安检后,是,头等舱同款,"安检后，向右直行至""南航明珠贵宾休息室V26”",国内出发,"休息室休息,小食,茶水/饮料",2小时,09:00-最晚航班
北京大兴国际机场,"移动,全球通,移动全球通",N02417,北京大兴国际机场,北京市,北京市,PKX,南航金/银卡会员休息室(2),主航站楼,安检后,是,航司休息室,大兴机场航站楼国内出发二层B指廊端33号登机口旁,国内出发,"传真,航班显示器,独立洗手间,空调,酒精饮料,餐食（冷/热）,素食,小食,淋浴设施,儿童游乐区,茶水/饮料,水果,WiFi,母婴室",2小时,06:00_20:30
衡阳南岳机场,"移动,全球通,移动全球通",N02425,衡阳南岳机场,湖南省,衡阳市,HNY,头等舱候机室,主航站楼,安检后,否,,"左转2号登机口对面""头等舱候机室”.",国内出发,"空调,茶水/饮料,小食,WiFi",2小时,最早航班-最晚航班(提前90分钟开放)
南京禄口国际机场,"移动,全球通,移动全球通",N02448,南京禄口国际机场,江苏省,南京市,NKG,接待柜台(T1国内),T1航站楼,安检前,是,优先安检、安检后休息室,安检前，步行至F岛正对面，登机问询处.(提供快速安检通道、及安检后商务贵宾休息室(V9)服务).,国内出发,"休息室休息,小食,茶水/饮料，专用通道",2小时,05:20_22:00
南京禄口国际机场,"移动,全球通,移动全球通",N02449,南京禄口国际机场,江苏省,南京市,NKG,V9商务贵宾休息室(T1国内),T1航站楼,安检后,否,,"安检后,右转步行约500米,乘电梯上楼到达""V9商务贵宾休息室”.",国内出发,"广播提醒登机,传真,电视,电脑,航班显示器,空调,茶水/饮料,水果,小食",2小时,05:20 - 最晚航班
北京首都国际机场,"移动,全球通,移动全球通",N02471,北京首都国际机场,北京市,北京市,PEK,北京首都T2常旅客会员接待柜台,T2航站楼,安检前,是,优先安检、安检后休息室,"安检前,18号安检通道旁",国内出发,接待柜台,2小时,06:00_20:00
北京首都国际机场,"移动,全球通,移动全球通",N02472,北京首都国际机场,北京市,北京市,PEK,北京首都T3常旅客会员接待柜台,T3航站楼,安检前,是,优先安检、安检后休息室,T3-C区最左侧头等舱安检通道旁,国内出发,接待柜台,2小时,05:30_22:00
杭州萧山国际机场,"移动,全球通,移动全球通",N02478,杭州萧山国际机场,浙江省,杭州市,HGH,头等舱休息室9(T3国内),T3航站楼,安检后,否,,"安检后,左转直行约100米",国内出发,"报刊杂志,茶水/饮料",2小时,06:30_22:00
深圳宝安国际机场,"移动,全球通,移动全球通",N02503,深圳宝安国际机场,广东省,深圳市,SZX,南航明珠俱乐部V2厅(T3国内),T3航站楼,安检后,是,头等舱同款,27号登机口对面即可到达南航明珠俱乐部V2厅,国内出发,"茶水/饮料,母婴室,打印,报刊杂志,电视,电脑,独立洗手间,儿童游乐区,行李寄存,水果,小食,按摩椅,WiFi,酒精饮料,餐食（冷/热）",2小时,05:30_20:30
榆林榆阳机场,"移动,全球通,移动全球通",N02506,榆林榆阳机场,陕西省,榆林市,UYN,头等舱休息室(T2国内),主航站楼,安检后,否,,"安检后,左手直走50米,H08登机口对面.",国内出发,"广播提醒登机,人工提醒登机,WiFi,报刊杂志,电视,航班显示器,独立洗手间,空调,茶水/饮料,小食",2小时,最早航班-最晚航班（航班起飞前2小时开放）
兴义万峰林机场,"移动,全球通,移动全球通",N02508,兴义万峰林机场,贵州省,兴义市,ACX,头等舱休息室01(T2国内),T2航站楼,安检后,否,,一楼3号登机口旁边,国内出发,"小食,广播提醒登机,人工提醒登机,按摩椅,WiFi,报刊杂志,电视,独立洗手间,空调,接待柜台,茶水/饮料",2小时,early-late-flight
西安咸阳国际机场,"移动,全球通,移动全球通",N02560,西安咸阳国际机场,陕西省,西安市,XIY,迅邦达头等舱贵宾休息室(T2国内),T2航站楼,安检前,是,优先安检,T2航站楼 224 门内西侧安检区域迅邦达验证台,国内出发,优先安检通道,2小时,06:30_22:30
西安咸阳国际机场,"移动,全球通,移动全球通",N02561,西安咸阳国际机场,陕西省,西安市,XIY,迅邦达贵宾接待中心(T3国内),T3航站楼,安检前,是,协办值机、优先安检,"安检前,T3航站楼出发层324入口出左侧位置",国内出发,"优先安检通道,代办行李托运,代办登机手续",2小时,06:30_22:30
阿克苏机场,"移动,全球通,移动全球通",N02584,阿克苏机场,新疆维吾尔自治区,阿克苏市,AKU,头等舱候机室(T2国内),T2航站楼,安检后,否,,"安检后右拐上扶梯,到达""头等舱休息室”.",国内出发,"空调,茶水/饮料,水果,小食,广播提醒登机",2小时,early-late-flight
南京禄口国际机场,"移动,全球通,移动全球通",N02628,南京禄口国际机场,江苏省,南京市,NKG,头等舱休息室V8（T1国内）,T1航站楼,安检后,否,,"安检后,右转步行约500米乘电梯上至二楼.",国内出发,"休息室休息,小食,茶水/饮料",2小时,根据当日航班运行情况开厅
舟山普陀山机场,"移动,全球通,移动全球通",N02650,舟山普陀山机场,浙江省,舟山市,HSN,头等舱候机室,主航站楼,安检后,否,,安检后，右转直行至5号登机口旁“头等舱候机室”,国内出发,"报刊杂志,航班信息咨询,null,电视,茶水/饮料,小食,WiFi",2小时,07:10 - 最晚航班
长春龙嘉国际机场,"移动,全球通,移动全球通",N02686,长春龙嘉国际机场,吉林省,长春市,CGQ,头等舱候机室(T2国内),T2航站楼,安检后,否,,安检内右转27号登机口附近,国内出发,"小食,广播提醒登机,WiFi,餐食（冷/热）,报刊杂志,电视,电脑,独立洗手间,空调,水果",2小时,early-late-flight
惠州平潭机场,"移动,全球通,移动全球通",N02687,惠州平潭机场,广东省,惠州市,HUZ,商务贵宾室(T2国内),T2航站楼,安检后,否,,"安检后直走,左转二楼小夹层直走即可到达商务贵宾室",国内出发,"休息室休息,小食,茶水/饮料",2小时,06:00 - 最晚航班
宁波栎社国际机场,"移动,全球通,移动全球通",N02692,宁波栎社国际机场,浙江省,宁波市,NGB,甬忆贵宾室(T2国内),T2航站楼,安检后,否,,安检后右转直走至尽头,国内出发,"广播提醒登机,WiFi,报刊杂志,电脑,航班显示器,独立洗手间,空调,接待柜台,茶水/饮料,水果,小食",2小时,08:30_19:30
丽江三义机场,"移动,全球通,移动全球通",N02702,丽江三义机场,云南省,丽江市,LJG,头等舱休息室2号(T2国内),主航站楼,安检后,否,,"安检后,右转直行50米,楼梯左侧",国内出发,"电视,行李寄存,茶水/饮料,小食,广播提醒登机,人工提醒登机,WiFi,报刊杂志",2小时,09:00_17:00
北京大兴国际机场,"移动,全球通,移动全球通",N02716,北京大兴国际机场,北京市,北京市,PKX,CHUM嘉宾休息室,主航站楼,安检后,否,,大兴机场二层B指廊B20登机口浮岛,国内出发,"小食,WiFi,餐食（冷/热）,酒精饮料,报刊杂志,茶水/饮料,水果",2小时,06:30_22:30
长沙黄花国际机场,"移动,全球通,移动全球通",N02768,长沙黄花国际机场,湖南省,长沙市,CSX,16号头等舱贵宾室(T2国内),T2航站楼,安检后,否,,"安检后右转直行约200米,下电梯后右转直行约50米至""16号等舱贵宾室""",国内出发,"茶水/饮料,小食,淋浴设施,独立洗手间,打印",2小时,07:00_22:00
青岛胶东国际机场,"移动,全球通,移动全球通",N02799,青岛胶东国际机场,山东省,青岛市,TAO,环亚机场贵宾室V1(T1国内),T1航站楼,安检后,否,,"安检后,A指廊01登机口斜对面",国内出发,"报刊杂志,空调,电视,航班显示器,素食,茶水/饮料,水果,小食,WiFi,餐食（冷/热）,淋浴设施（收费）,母婴室",2小时,05:30_22:30
拉萨贡嘎机场,"移动,全球通,移动全球通",N02817,拉萨贡嘎机场,西藏自治区,拉萨市,LXA,高舱位休息室(T3国内),T3航站楼,安检后,否,,西指廊18-19号登机口之间,国内出发,"小食,茶水/饮料,电视,WiFi,广播提醒登机",2小时,06:00_21:30
北京首都国际机场,"移动,全球通,移动全球通",N02824,北京首都国际机场,北京市,北京市,PEK,北京首都V3休息室（T2国内）,T2航站楼,安检后,是,特色休息室、安检前“北京首都T2常旅客会员接待柜台”享优先安检,安检后，位于32号与33号登机口中间,国内出发,"充电,小食,WiFi,支持虚拟卡,航班显示器,航班信息咨询,茶水/饮料",2小时,06:30_22:30
成都双流国际机场,"移动,全球通,移动全球通",N02852,成都双流国际机场,四川省,成都市,CTU,头等舱/公务舱候机室（T2国内）,T2航站楼,安检后,否,,DE区域安检后，E指廊144登机口旁边,国内出发,"广播提醒登机,航班显示器,独立洗手间,睡眠区,电视,小食,茶水/饮料,WiFi,报刊杂志",2小时,06:00_23:00
临汾尧都机场,"移动,全球通,移动全球通",N02857,临汾尧都机场,山西省,临汾市,LFQ,VIP贵宾休息室（二层）,主航站楼,安检后,否,,安检后左转，1号登机口斜对面,国内出发,"小食,广播提醒登机,打印,报刊杂志,空调,WiFi,茶水/饮料",2小时,09:00_18:00
北京首都国际机场,"移动,全球通,移动全球通",N02865,北京首都国际机场,北京市,北京市,PEK,北京首都V5休息室（T2国内）,T2航站楼,安检后,是,特色休息室、安检前“北京首都T2常旅客会员接待柜台”享优先安检,安检后，35号登机口对面,国内出发,"茶水/饮料,航班显示器,航班信息咨询,WiFi,小食",2小时,06:30_22:30
庆阳机场,"移动,全球通,移动全球通",N02866,庆阳机场,甘肃省,庆阳市,IQN,3号贵宾室,主航站楼,安检前,是,协办值机、优先安检,进入航站楼，安检前左侧直行100米“VIP贵宾厅”,国内出发,"电话,WiFi,报刊杂志,航班信息咨询,代办行李托运,代办登机手续,饮料,小食,人工提醒登机,休息室安检通道,电视",2小时,根据航班时间确定
海口美兰国际机场,"移动,全球通,移动全球通",N02872,海口美兰国际机场,海南省,海口市,HAK,国际头等舱休息室（T2国际）,T2航站楼,安检后,否,,位于隔离区内44号登机口对面，上四楼,国际出发,"茶水/饮料,小食,自助餐饮,报刊杂志,航班信息咨询",2小时,early-late-flight
井冈山机场,"移动,全球通,移动全球通",N02883,井冈山机场,江西省,吉安市,JGS,头等舱休息室,主航站楼,安检后,否,,安检后，隔离候机区，出发厅二楼上楼右转50米,国内出发,"航班显示器,茶水/饮料,小食",2小时,early-late-flight
深圳宝安国际机场,"移动,全球通,移动全球通",N02923,深圳宝安国际机场,广东省,深圳市,SZX,国内贵宾休息室3（国内卫星厅）,T3航站楼,安检后,是,头等舱同款,旅客抵达卫星厅后，乘扶梯上至三层，根据标识牌前往541登机口，乘荣耀HONOR品牌店旁的电梯上至四层,国内出发,"独立洗手间,空调,餐食（冷/热）,小食,茶水/饮料,WiFi,报刊杂志,电视,自助餐,航班显示器",2小时,07:00_22:00
三亚凤凰国际机场,"移动,全球通,移动全球通",N02929,三亚凤凰国际机场,海南省,三亚市,SYX,V2头等舱休息室（T2国内）,T2航站楼,安检后,否,,位于 T2 航站楼，安检后，左转直行约100米夹层 （216 号登机口对面夹层）,国内出发,"空调,行李寄存,WiFi,水果,自助餐饮,报刊杂志,小食,茶水/饮料,航班信息咨询,广播提醒登机,电脑,电视,航班显示器,独立洗手间",2小时,06:00—00：00 （根据航班时间）
三亚凤凰国际机场,"移动,全球通,移动全球通",N02945,三亚凤凰国际机场,海南省,三亚市,SYX,V3头等舱休息室（T1国内）,T1航站楼,安检后,否,,位于T1航站楼，安检后，右转直行约50米，207登机口对面,国内出发,"航班信息咨询,空调,航班显示器,独立洗手间,行李寄存,WiFi,水果,茶水/饮料,小食,自助餐饮,报刊杂志,广播提醒登机,电视,电脑",2小时,06:00—00：00 （根据航班时间）
海口美兰国际机场,"移动,全球通,移动全球通",N02949,海口美兰国际机场,海南省,海口市,HAK,海航贵宾室（T2国内）,T2航站楼,安检后,否,,从三楼（出发层）通过安检后，前行约3分钟后乘坐直达电梯到达四楼贵宾室休息,国内出发,"休息室休息,小食,茶水/饮料",2小时,最早海航航班起飞前90分钟-最晚海航航班登机
贵阳龙洞堡国际机场,"移动,全球通,移动全球通",N02957,贵阳龙洞堡国际机场,贵州省,贵阳市,KWE,贵宾休息室(T3国内 ),T3航站楼,安检后,否,,安检后，向左直行至406登机口斜对面，扶手电梯下楼即可到达“头等舱休息室”,国内出发,"广播提醒登机,小食,茶水/饮料,餐食（冷/热）,WiFi,空调,航班显示器,航班信息咨询",2小时,early-late-flight
济南遥墙国际机场,"移动,全球通,移动全球通",N03011,济南遥墙国际机场,山东省,济南市,TNA,贵宾C区,主航站楼,安检前,是,协办值机、优先安检,二楼出发6号门进入，正对安检二区待检区左手“贵宾C区”,国内出发,"人工提醒登机,独立洗手间,行李寄存,商务区,代办登机手续,代办行李托运,优先安检通道,WiFi,小食,茶水/饮料,航班显示器",2小时,06:00_20:30
海口美兰国际机场,"移动,全球通,移动全球通",N03035,海口美兰国际机场,海南省,海口市,HAK,商务休息室1（T2国内）,T2航站楼,安检后,否,,安检后右转，43号登机口对面,国内出发,"水果,酒精饮料,WiFi,茶水/饮料,小食,报刊杂志,自助餐饮,航班信息咨询",2小时,06:00_22:00
衢州机场,"移动,全球通,移动全球通",N03036,衢州机场,浙江省,衢州市,JUZ,国内头等舱休息室,主航站楼,安检后,否,,安检后左转，直行20米左右。,国内出发,"茶水/饮料,小食,人工提醒登机,广播提醒登机",2小时,首个航班值机开始--最后一个航班登机
台州路桥机场,"移动,全球通,移动全球通",N03037,台州路桥机场,浙江省,台州市,HYN,国内头等舱休息室,主航站楼,安检后,否,,安检后左转，直行100米左右；,国内出发,"茶水/饮料,小食,人工提醒登机,广播提醒登机",2小时,07：00--最后一个航班登机
义乌机场,"移动,全球通,移动全球通",N03038,义乌机场,浙江省,义乌市,YIW,国内头等舱休息室,主航站楼,安检后,否,,安检后左转，直行100米左右。,国内出发,"广播提醒登机,茶水/饮料,小食,人工提醒登机",2小时,首个航班值机开始--最后一个航班登机
贵阳龙洞堡国际机场,"移动,全球通,移动全球通",N03096,贵阳龙洞堡国际机场,贵州省,贵阳市,KWE,南航贵宾室（T3国内）,T3航站楼,安检后,是,航司休息室,安检后左转，407登机口左前方下扶梯,国内出发,"休息室休息,小食,茶水/饮料",2小时,05:30_22:00
深圳宝安国际机场,"移动,全球通,移动全球通",N03102,深圳宝安国际机场,广东省,深圳市,SZX,南航贵宾室（国内卫星厅）,卫星厅,安检后,是,头等舱同款,安检后，扶手电梯下负一层，坐捷运至卫星厅，560登机口楼上,国内出发,"独立洗手间,小食,茶水/饮料,水果,餐食（冷/热）,WiFi,按摩椅,报刊杂志,电视",2小时,6：30-南航航班最晚出港结束
福州长乐国际机场,"移动,全球通,移动全球通",N03181,福州长乐国际机场,福建省,福州市,FOC,“海云端”商务休息室,主航站楼,安检前,否,,安检外出发厅1号门F岛F06号值机岛对面,国内出发,"人工提醒登机,报刊杂志,茶水/饮料",2小时,06:00_21:00
淮安涟水机场,"移动,全球通,移动全球通",N03194,淮安涟水机场,江苏省,淮安市,HIA,商务休息室,主航站楼,安检后,否,,安检后，电梯右转直走60米“商务休息室”,国内出发,"空调,小食,茶水/饮料,WiFi,打印,接待柜台,广播提醒登机,人工提醒登机,航班显示器,按摩椅",2小时,08:30_20:30
芜湖宣州机场,"移动,全球通,移动全球通",N03197,芜湖宣州机场,安徽省,芜湖市,WHA,畅行商贵宾厅,主航站楼,安检后,否,,安检后，一层1-6号登机口，扶手电梯旁“畅行商旅”贵宾厅,国内出发,"接待柜台,航班显示器,叫醒服务,广播提醒登机,空调,小食,茶水/饮料,WiFi,电视",2小时,07:00_21:30
东营胜利机场,"移动,全球通,移动全球通",N03202,东营胜利机场,山东省,东营市,DOY,头等舱休息室,主航站楼,安检后,否,,安检后，3号登机口对面头等舱休息室,国内出发,"小食,饮料,人工提醒登机,电视,航班显示器",2小时,early-late-flight
上饶三清山机场,"移动,全球通,移动全球通",N03204,上饶三清山机场,江西省,上饶市,SQD,头等舱旅客休息室,主航站楼,安检后,否,,安检后，上直梯后右转“头等舱候机室”,国内出发,"充电,面食,空调,小食,茶水/饮料,WiFi,报刊杂志,电视",2小时,early-late-flight
营口兰旗机场,"移动,全球通,移动全球通",N03214,营口兰旗机场,辽宁省,营口市,YKH,头等舱休息室,主航站楼,安检后,否,,安检后，扶梯上至二楼右转20米“头等舱休息室”,国内出发,"母婴室,报刊杂志,小食,茶水/饮料,广播提醒登机",2小时,最早航班-最晚航班（航班起飞前2小时开放）
龙岩冠豸山机场,"移动,全球通,移动全球通",N03218,龙岩冠豸山机场,福建省,龙岩市,LCX,1号贵宾室,主航站楼,安检后,否,,安检后，左边15米“贵宾休息室”,国内出发,"报刊杂志,人工提醒登机,广播提醒登机,空调,独立洗手间,茶水/饮料,传真,电视",2小时,early-late-flight
